,Type,MunicipalityCode,Prefecture,Municipality,DistrictName,TradePrice,FloorPlan,Area,BuildingYear,Structure,Use,Purpose,CityPlanning,CoverageRatio,FloorAreaRatio,Period,Renovation,Region,LandShape,Frontage,Direction,Classification,Breadth,TotalFloorArea,PricePerUnit,UnitPrice,Remarks
136,中古マンション等,13120,東京都,練馬区,桜台,21000000,１Ｋ,20,平成18年,ＲＣ,住宅,住宅,商業地域,80,400,2020年第１四半期,,,,,,,,,,,
137,中古マンション等,13120,東京都,練馬区,桜台,15000000,１Ｋ,20,平成3年,ＳＲＣ,,その他,商業地域,80,500,2020年第１四半期,改装済,,,,,,,,,,
138,中古マンション等,13120,東京都,練馬区,桜台,14000000,１Ｋ,20,平成5年,ＲＣ,,その他,商業地域,80,400,2020年第１四半期,未改装,,,,,,,,,,
139,中古マンション等,13120,東京都,練馬区,桜台,11000000,１ＬＤＫ,20,昭和61年,ＲＣ,住宅,住宅,近隣商業地域,80,300,2020年第１四半期,未改装,,,,,,,,,,
140,中古マンション等,13120,東京都,練馬区,桜台,23000000,１Ｋ,25,平成26年,ＲＣ,,住宅,近隣商業地域,80,300,2020年第１四半期,,,,,,,,,,,
141,中古マンション等,13120,東京都,練馬区,桜台,24000000,,20,平成18年,ＲＣ,住宅,その他,商業地域,80,400,2020年第１四半期,,,,,,,,,,,
142,中古マンション等,13120,東京都,練馬区,桜台,39000000,２ＬＤＫ,50,平成24年,ＲＣ,住宅,その他,商業地域,80,500,2020年第１四半期,未改装,,,,,,,,,,
143,中古マンション等,13120,東京都,練馬区,桜台,21000000,１Ｋ,20,平成21年,ＲＣ,住宅,住宅,第１種住居地域,60,200,2020年第１四半期,未改装,,,,,,,,,,
144,宅地(土地と建物),13120,東京都,練馬区,桜台,74000000,,120,平成28年,木造,住宅,住宅,第１種低層住居専用地域,50,100,2020年第１四半期,,住宅地,不整形,,北,私道,5.0,105,,,
145,宅地(土地と建物),13120,東京都,練馬区,桜台,57000000,,90,平成31年,木造,住宅,住宅,第２種中高層住居専用地域,50,150,2020年第１四半期,,住宅地,長方形,5.6,東,区道,6.0,90,,,
146,宅地(土地と建物),13120,東京都,練馬区,桜台,50000000,,90,平成26年,木造,住宅,住宅,第１種低層住居専用地域,50,100,2020年第１四半期,,住宅地,袋地等,2.7,南,区道,6.0,85,,,
147,宅地(土地と建物),13120,東京都,練馬区,桜台,73000000,,115,平成31年,木造,住宅,住宅,第１種低層住居専用地域,50,100,2020年第１四半期,,住宅地,ほぼ台形,8.0,西,区道,5.0,100,,,
148,宅地(土地と建物),13120,東京都,練馬区,桜台,70000000,,100,平成31年,木造,住宅,住宅,第１種低層住居専用地域,,,2020年第１四半期,,住宅地,長方形,7.5,北,私道,4.5,95,,,
149,宅地(土地と建物),13120,東京都,練馬区,桜台,65000000,,75,令和2年,木造,住宅,住宅,第１種低層住居専用地域,60,150,2020年第１四半期,,住宅地,長方形,6.3,東,区道,5.0,90,,,
150,宅地(土地と建物),13120,東京都,練馬区,桜台,130000000,,160,令和2年,木造,共同住宅,住宅,第１種住居地域,60,200,2020年第１四半期,,住宅地,長方形,,北西,私道,4.2,200,,,
151,宅地(土地と建物),13120,東京都,練馬区,桜台,56000000,,90,平成22年,木造,住宅,住宅,第１種低層住居専用地域,50,100,2020年第１四半期,,住宅地,長方形,7.2,北,私道,4.0,90,,,
152,宅地(土地と建物),13120,東京都,練馬区,桜台,62000000,,110,令和2年,木造,住宅,住宅,第１種低層住居専用地域,50,100,2020年第１四半期,,住宅地,不整形,14.6,西,私道,4.0,95,,,
153,宅地(土地と建物),13120,東京都,練馬区,桜台,78000000,,110,平成31年,木造,住宅,住宅,第１種低層住居専用地域,50,100,2020年第１四半期,,住宅地,長方形,9.7,南,私道,4.5,105,,,
154,宅地(土地),13120,東京都,練馬区,下石神井,38000000,,100,,,,住宅,第１種低層住居専用地域,50,100,2020年第１四半期,,住宅地,袋地等,2.7,南,区道,3.4,,1300000,380000,私道を含む取引
155,宅地(土地と建物),13120,東京都,練馬区,下石神井,250000000,,310,平成27年,軽量鉄骨造,共同住宅,住宅,第１種低層住居専用地域,50,100,2020年第１四半期,,住宅地,ほぼ長方形,,北西,私道,4.0,370,,,
156,宅地(土地と建物),13120,東京都,練馬区,下石神井,44000000,,70,,木造,住宅,住宅,第１種低層住居専用地域,50,100,2020年第１四半期,,住宅地,ほぼ長方形,7.0,東,私道,5.0,70,,,
157,宅地(土地と建物),13120,東京都,練馬区,下石神井,68000000,,75,平成31年,木造,住宅,住宅,第１種中高層住居専用地域,60,200,2020年第１四半期,,住宅地,長方形,8.1,南東,都道,20.0,110,,,
158,宅地(土地と建物),13120,東京都,練馬区,下石神井,52000000,,95,平成31年,木造,住宅,住宅,第１種低層住居専用地域,50,100,2020年第１四半期,,住宅地,長方形,6.9,北東,私道,4.0,90,,,
159,中古マンション等,13120,東京都,練馬区,下石神井,23000000,２ＬＤＫ,50,平成7年,ＲＣ,住宅,住宅,第１種低層住居専用地域,50,100,2020年第１四半期,未改装,,,,,,,,,,
160,宅地(土地),13120,東京都,練馬区,石神井台,16000000,,50,,,,住宅,第１種低層住居専用地域,50,100,2020年第２四半期,,住宅地,長方形,4.0,南,区道,3.9,,1100000,320000,
161,宅地(土地と建物),13120,東京都,練馬区,石神井台,60000000,,100,令和2年,木造,住宅,住宅,第１種中高層住居専用地域,50,150,2020年第１四半期,,住宅地,長方形,7.9,北東,私道,4.0,100,,,
162,宅地(土地と建物),13120,東京都,練馬区,石神井台,56000000,,100,令和2年,木造,住宅,住宅,第１種中高層住居専用地域,50,150,2020年第１四半期,,住宅地,ほぼ長方形,7.5,東,私道,4.0,100,,,
163,宅地(土地と建物),13120,東京都,練馬区,石神井台,24000000,,105,平成6年,木造,住宅,住宅,第１種低層住居専用地域,50,100,2020年第１四半期,,住宅地,袋地等,,北,私道,,120,,,
164,中古マンション等,13120,東京都,練馬区,石神井台,15000000,１ＬＤＫ,50,平成3年,ＲＣ,,その他,第１種中高層住居専用地域,60,200,2020年第１四半期,未改装,,,,,,,,,,
165,宅地(土地と建物),13120,東京都,練馬区,石神井台,44000000,,135,平成10年,木造,住宅,住宅,第１種低層住居専用地域,50,100,2020年第２四半期,,住宅地,袋地等,,南,区道,5.0,120,,,
166,宅地(土地と建物),13120,東京都,練馬区,石神井台,50000000,,180,平成20年,木造,住宅,,第１種低層住居専用地域,50,100,2020年第１四半期,,住宅地,不整形,6.5,北東,区道,4.8,130,,,私道を含む取引
167,宅地(土地と建物),13120,東京都,練馬区,石神井台,53000000,,90,令和2年,木造,住宅,住宅,第１種低層住居専用地域,50,100,2020年第１四半期,,住宅地,ほぼ長方形,4.7,西,区道,5.0,85,,,
168,中古マンション等,13120,東京都,練馬区,石神井台,26000000,３ＬＤＫ,80,昭和49年,ＲＣ,住宅,その他,第１種住居地域,60,300,2020年第１四半期,未改装,,,,,,,,,,
169,中古マンション等,13120,東京都,練馬区,石神井台,39000000,３ＬＤＫ,65,平成7年,ＲＣ,住宅,住宅,第１種低層住居専用地域,50,100,2020年第１四半期,改装済,,,,,,,,,,
170,宅地(土地),13120,東京都,練馬区,石神井台,46000000,,110,,,,住宅,第１種低層住居専用地域,50,100,2020年第１四半期,,住宅地,長方形,8.2,南,区道,4.0,,1400000,420000,
171,宅地(土地と建物),13120,東京都,練馬区,石神井台,40000000,,145,昭和60年,木造,共同住宅,住宅,第１種中高層住居専用地域,60,200,2020年第２四半期,,住宅地,ほぼ台形,13.0,南,区道,6.0,155,,,
172,宅地(土地と建物),13120,東京都,練馬区,石神井台,46000000,,155,平成11年,軽量鉄骨造,住宅,住宅,第１種低層住居専用地域,50,100,2020年第１四半期,,住宅地,ほぼ台形,13.5,北,私道,4.0,90,,,
173,宅地(土地と建物),13120,東京都,練馬区,石神井台,20000000,,85,昭和55年,木造,住宅,事務所,第１種低層住居専用地域,50,150,2020年第１四半期,,住宅地,不整形,2.0,東,道路,4.0,80,,,隣地の購入、私道を含む取引
174,宅地(土地と建物),13120,東京都,練馬区,石神井台,38000000,,100,平成17年,木造,住宅,住宅,第１種低層住居専用地域,50,100,2020年第１四半期,,住宅地,袋地等,2.5,西,私道,4.5,85,,,
175,宅地(土地と建物),13120,東京都,練馬区,石神井台,48000000,,105,令和2年,木造,住宅,住宅,第１種低層住居専用地域,50,100,2020年第１四半期,,住宅地,長方形,8.7,北西,区道,6.0,100,,,
176,宅地(土地と建物),13120,東京都,練馬区,石神井台,48000000,,105,令和2年,木造,住宅,住宅,第１種低層住居専用地域,50,100,2020年第１四半期,,住宅地,不整形,3.0,西,私道,4.2,70,,,
177,宅地(土地と建物),13120,東京都,練馬区,石神井台,49000000,,105,令和2年,木造,住宅,住宅,第１種低層住居専用地域,50,100,2020年第１四半期,,住宅地,長方形,8.2,北,区道,6.0,100,,,
178,中古マンション等,13120,東京都,練馬区,石神井台,2300000,１ＤＫ,30,平成19年,ＲＣ,,住宅,第１種住居地域,60,300,2020年第１四半期,未改装,,,,,,,,,,
179,中古マンション等,13120,東京都,練馬区,石神井台,32000000,３ＬＤＫ,75,平成18年,ＲＣ,住宅,,第１種住居地域,60,300,2020年第１四半期,未改装,,,,,,,,,,
180,宅地(土地と建物),13120,東京都,練馬区,石神井町,63000000,,90,令和2年,木造,住宅,住宅,第１種低層住居専用地域,50,100,2020年第２四半期,,住宅地,長方形,6.0,東,私道,4.0,85,,,
181,宅地(土地と建物),13120,東京都,練馬区,石神井町,60000000,,90,令和2年,木造,住宅,住宅,第１種低層住居専用地域,50,100,2020年第２四半期,,住宅地,長方形,6.3,東,区道,4.0,85,,,
182,宅地(土地と建物),13120,東京都,練馬区,石神井町,48000000,,85,令和2年,木造,住宅,住宅,第１種低層住居専用地域,50,100,2020年第２四半期,,住宅地,ほぼ長方形,5.5,南西,区道,4.0,80,,,
183,中古マンション等,13120,東京都,練馬区,石神井町,90000000,３ＬＤＫ,100,平成13年,ＲＣ,,住宅,第１種中高層住居専用地域,60,200,2020年第２四半期,改装済,,,,,,,,,,
184,中古マンション等,13120,東京都,練馬区,石神井町,70000000,２ＬＤＫ,70,平成30年,ＲＣ,住宅,,近隣商業地域,80,300,2020年第２四半期,改装済,,,,,,,,,,
185,宅地(土地と建物),13120,東京都,練馬区,石神井町,64000000,,90,令和2年,木造,住宅,住宅,第１種低層住居専用地域,50,100,2020年第１四半期,,住宅地,ほぼ長方形,6.4,東,区道,4.0,85,,,
186,宅地(土地),13120,東京都,練馬区,石神井町,100000000,,160,,,,住宅,第１種低層住居専用地域,50,100,2020年第１四半期,,住宅地,ほぼ長方形,8.0,南東,区道,6.0,,2100000,640000,
187,宅地(土地と建物),13120,東京都,練馬区,石神井町,110000000,,240,平成28年,木造,住宅、その他,住宅,第１種低層住居専用地域,50,100,2020年第１四半期,,住宅地,ほぼ長方形,13.6,南,区道,5.0,230,,,
188,宅地(土地と建物),13120,東京都,練馬区,石神井町,1400000000,,660,平成31年,ＲＣ,共同住宅,住宅,第１種中高層住居専用地域,60,200,2020年第１四半期,,住宅地,ほぼ長方形,28.3,南,区道,5.0,1300,,,
189,宅地(土地と建物),13120,東京都,練馬区,石神井町,91000000,,110,平成31年,木造,住宅,住宅,第１種低層住居専用地域,50,100,2020年第１四半期,,住宅地,正方形,10.5,北,区道,4.0,100,,,
190,宅地(土地と建物),13120,東京都,練馬区,石神井町,49000000,,155,昭和61年,木造,住宅,住宅,第１種低層住居専用地域,50,100,2020年第１四半期,,住宅地,袋地等,,北,区道,4.0,135,,,
191,中古マンション等,13120,東京都,練馬区,石神井町,35000000,３ＬＤＫ,55,平成11年,ＲＣ,住宅,住宅,第１種住居地域,60,300,2020年第１四半期,改装済,,,,,,,,,,
192,中古マンション等,13120,東京都,練馬区,石神井町,30000000,１ＬＤＫ,35,平成8年,ＲＣ,,住宅,近隣商業地域,80,300,2020年第１四半期,改装済,,,,,,,,,,
193,中古マンション等,13120,東京都,練馬区,石神井町,40000000,２ＬＤＫ＋Ｓ,60,昭和56年,ＲＣ,住宅,住宅,商業地域,80,500,2020年第１四半期,改装済,,,,,,,,,,
194,中古マンション等,13120,東京都,練馬区,関町北,20000000,１Ｒ,20,平成19年,ＲＣ,住宅,その他,近隣商業地域,80,300,2020年第２四半期,未改装,,,,,,,,,,
195,宅地(土地と建物),13120,東京都,練馬区,関町北,39000000,,80,昭和60年,木造,共同住宅、店舗,住宅,第１種中高層住居専用地域,60,200,2020年第２四半期,,住宅地,長方形,5.0,南,区道,6.0,145,,,
196,宅地(土地と建物),13120,東京都,練馬区,関町北,100000000,,150,令和2年,木造,共同住宅,住宅,第１種低層住居専用地域,50,100,2020年第２四半期,,住宅地,正方形,12.4,北,区道,4.9,130,,,
197,中古マンション等,13120,東京都,練馬区,関町北,18000000,,35,平成18年,ＲＣ,,その他,近隣商業地域,80,300,2020年第２四半期,,,,,,,,,,,
198,中古マンション等,13120,東京都,練馬区,関町北,3700000,１Ｋ,15,昭和50年,ＲＣ,,住宅,第２種住居地域,60,300,2020年第２四半期,未改装,,,,,,,,,,
199,中古マンション等,13120,東京都,練馬区,関町北,14000000,１Ｋ,20,平成18年,ＲＣ,住宅,住宅,近隣商業地域,80,300,2020年第２四半期,未改装,,,,,,,,,,
200,中古マンション等,13120,東京都,練馬区,関町北,20000000,１Ｋ,20,平成23年,ＲＣ,住宅,住宅,近隣商業地域,80,400,2020年第２四半期,未改装,,,,,,,,,,
201,中古マンション等,13120,東京都,練馬区,関町北,22000000,１ＬＤＫ,35,平成15年,ＳＲＣ,住宅,住宅,近隣商業地域,80,400,2020年第２四半期,未改装,,,,,,,,,,
202,中古マンション等,13120,東京都,練馬区,関町北,28000000,３ＬＤＫ,65,平成8年,ＲＣ,住宅,住宅,第１種住居地域,60,300,2020年第２四半期,未改装,,,,,,,,,,
203,中古マンション等,13120,東京都,練馬区,関町北,18000000,１Ｋ,20,平成23年,ＲＣ,住宅,住宅,近隣商業地域,80,400,2020年第２四半期,,,,,,,,,,,
204,中古マンション等,13120,東京都,練馬区,関町北,16000000,１Ｋ,20,平成17年,ＲＣ,住宅,住宅,近隣商業地域,80,400,2020年第２四半期,未改装,,,,,,,,,,
205,中古マンション等,13120,東京都,練馬区,関町北,21000000,１Ｋ,20,平成23年,ＲＣ,住宅,住宅,近隣商業地域,80,300,2020年第２四半期,未改装,,,,,,,,,,
206,中古マンション等,13120,東京都,練馬区,関町北,22000000,１Ｋ,20,平成23年,ＲＣ,住宅,住宅,近隣商業地域,80,300,2020年第２四半期,未改装,,,,,,,,,,
207,宅地(土地と建物),13120,東京都,練馬区,関町北,3500000,,75,昭和39年,木造,住宅,その他,第１種低層住居専用地域,50,100,2020年第１四半期,,住宅地,長方形,,接面道路無,,,45,,,
208,宅地(土地と建物),13120,東京都,練馬区,関町北,320000000,,590,平成30年,木造,共同住宅,,第１種低層住居専用地域,50,100,2020年第１四半期,,住宅地,不整形,4.5,南,区道,6.0,560,,,
209,宅地(土地と建物),13120,東京都,練馬区,関町北,48000000,,130,昭和53年,ＲＣ,共同住宅,その他,第１種中高層住居専用地域,50,150,2020年第１四半期,,住宅地,正方形,11.2,南,区道,7.8,120,,,
210,宅地(土地),13120,東京都,練馬区,関町北,45000000,,95,,,,住宅,第１種低層住居専用地域,50,100,2020年第１四半期,,住宅地,ほぼ長方形,9.1,南,区道,8.0,,1600000,470000,
211,宅地(土地),13120,東京都,練馬区,関町北,44000000,,95,,,,住宅,第１種低層住居専用地域,50,100,2020年第１四半期,,住宅地,ほぼ長方形,9.1,南,区道,8.0,,1500000,460000,
212,宅地(土地と建物),13120,東京都,練馬区,関町北,18000000,,40,,木造,住宅,その他,第１種低層住居専用地域,50,100,2020年第１四半期,,住宅地,ほぼ長方形,,東,区道,4.0,40,,,
213,中古マンション等,13120,東京都,練馬区,関町北,45000000,３ＬＤＫ,70,平成12年,ＲＣ,住宅,住宅,第１種住居地域,60,300,2020年第１四半期,改装済,,,,,,,,,,
214,中古マンション等,13120,東京都,練馬区,関町北,18000000,１Ｋ,20,平成20年,ＲＣ,住宅,住宅,近隣商業地域,80,300,2020年第１四半期,未改装,,,,,,,,,,
215,中古マンション等,13120,東京都,練馬区,関町北,17000000,１Ｋ,20,平成23年,ＲＣ,住宅,住宅,近隣商業地域,80,400,2020年第１四半期,改装済,,,,,,,,,,
216,中古マンション等,13120,東京都,練馬区,関町北,51000000,３ＬＤＫ,65,平成18年,ＲＣ,住宅,住宅,第１種中高層住居専用地域,50,150,2020年第１四半期,未改装,,,,,,,,,,
217,中古マンション等,13120,東京都,練馬区,関町北,35000000,３ＬＤＫ,65,平成8年,ＲＣ,住宅,住宅,第１種住居地域,60,300,2020年第１四半期,改装済,,,,,,,,,,
218,宅地(土地と建物),13120,東京都,練馬区,関町東,44000000,,70,平成2年,ＲＣ,共同住宅,住宅,近隣商業地域,80,300,2020年第１四半期,,住宅地,ほぼ長方形,6.3,東,区道,5.4,120,,,
219,宅地(土地と建物),13120,東京都,練馬区,関町東,62000000,,115,令和2年,木造,住宅,住宅,第１種低層住居専用地域,50,100,2020年第１四半期,,住宅地,長方形,6.3,南,区道,4.0,100,,,
220,宅地(土地と建物),13120,東京都,練馬区,関町東,75000000,,210,昭和56年,鉄骨造,店舗,倉庫,近隣商業地域,80,300,2020年第１四半期,,商業地,台形,11.8,南,都道,25.0,230,,,私道を含む取引
221,宅地(土地と建物),13120,東京都,練馬区,関町東,48000000,,165,平成2年,木造,共同住宅,住宅,第１種低層住居専用地域,50,100,2020年第１四半期,,住宅地,ほぼ長方形,11.5,北,区道,4.0,150,,,
222,宅地(土地と建物),13120,東京都,練馬区,関町東,52000000,,90,平成31年,木造,住宅,住宅,第１種低層住居専用地域,50,100,2020年第１四半期,,住宅地,袋地等,12.4,西,私道,4.5,85,,,
223,宅地(土地と建物),13120,東京都,練馬区,関町東,52000000,,80,平成31年,木造,住宅,住宅,第１種低層住居専用地域,50,150,2020年第１四半期,,住宅地,ほぼ長方形,8.3,北,私道,4.5,80,,,
224,宅地(土地と建物),13120,東京都,練馬区,関町東,49000000,,110,令和2年,木造,住宅,住宅,第１種低層住居専用地域,50,100,2020年第１四半期,,住宅地,正方形,,西,私道,4.0,105,,,
225,中古マンション等,13120,東京都,練馬区,関町東,26000000,１Ｋ,20,平成31年,ＲＣ,住宅,住宅,第１種中高層住居専用地域,60,200,2020年第１四半期,未改装,,,,,,,,,,
226,宅地(土地),13120,東京都,練馬区,関町南,32000000,,90,,,,,第１種低層住居専用地域,50,100,2020年第２四半期,,住宅地,長方形,6.0,北東,私道,4.0,,1200000,350000,
227,宅地(土地と建物),13120,東京都,練馬区,関町南,120000000,,165,平成11年,軽量鉄骨造,共同住宅,,第１種低層住居専用地域,50,100,2020年第２四半期,,住宅地,長方形,8.5,南東,私道,4.0,135,,,
228,宅地(土地),13120,東京都,練馬区,関町南,48000000,,110,,,,,第１種低層住居専用地域,50,100,2020年第２四半期,,住宅地,ほぼ台形,9.4,南,区道,4.8,,1400000,430000,
229,宅地(土地と建物),13120,東京都,練馬区,関町南,1300000000,,1700,昭和57年,鉄骨造,店舗,その他,近隣商業地域,80,300,2020年第１四半期,,商業地,ほぼ長方形,48.0,南西,都道,25.0,300,,,
230,宅地(土地と建物),13120,東京都,練馬区,関町南,56000000,,110,平成31年,木造,住宅,住宅,第１種低層住居専用地域,50,100,2020年第１四半期,,住宅地,長方形,6.1,北西,区道,5.1,95,,,
231,中古マンション等,13120,東京都,練馬区,関町南,47000000,３ＬＤＫ,80,平成17年,ＲＣ,住宅,住宅,第１種中高層住居専用地域,60,200,2020年第２四半期,改装済,,,,,,,,,,
232,中古マンション等,13120,東京都,練馬区,関町南,43000000,３ＬＤＫ,80,平成17年,ＲＣ,,住宅,第１種中高層住居専用地域,60,200,2020年第２四半期,未改装,,,,,,,,,,
233,中古マンション等,13120,東京都,練馬区,関町南,30000000,３ＬＤＫ,65,昭和55年,ＳＲＣ,住宅,住宅,第１種中高層住居専用地域,60,200,2020年第２四半期,改装済,,,,,,,,,,
234,中古マンション等,13120,東京都,練馬区,関町南,18000000,２ＬＤＫ,55,昭和49年,ＲＣ,住宅,住宅,第２種中高層住居専用地域,50,200,2020年第２四半期,未改装,,,,,,,,,,
235,宅地(土地と建物),13120,東京都,練馬区,関町南,33000000,,65,昭和38年,木造,住宅,住宅,近隣商業地域,80,300,2020年第１四半期,,住宅地,ほぼ長方形,6.0,北,都道,25.0,70,,,
236,宅地(土地と建物),13120,東京都,練馬区,関町南,50000000,,80,平成31年,木造,住宅,住宅,第１種低層住居専用地域,50,100,2020年第１四半期,,住宅地,ほぼ長方形,7.8,東,区道,6.0,80,,,
237,中古マンション等,13120,東京都,練馬区,関町南,27000000,３ＬＤＫ,65,昭和55年,ＳＲＣ,住宅,住宅,第１種中高層住居専用地域,60,200,2020年第１四半期,改装済,,,,,,,,,,
238,中古マンション等,13120,東京都,練馬区,関町南,52000000,３ＬＤＫ,65,平成30年,ＲＣ,住宅,住宅,第１種低層住居専用地域,50,100,2020年第１四半期,,,,,,,,,,,
239,中古マンション等,13120,東京都,練馬区,関町南,30000000,４ＬＤＫ,90,昭和49年,ＲＣ,住宅,住宅,第２種中高層住居専用地域,50,200,2020年第１四半期,未改装,,,,,,,,,,
240,中古マンション等,13120,東京都,練馬区,関町南,25000000,２ＬＤＫ,55,平成18年,ＲＣ,住宅,住宅,近隣商業地域,80,300,2020年第１四半期,未改装,,,,,,,,,,
241,宅地(土地と建物),13120,東京都,練馬区,高野台,84000000,,110,平成31年,木造,住宅,住宅,第１種低層住居専用地域,50,100,2020年第１四半期,,住宅地,ほぼ長方形,14.1,南西,区道,6.5,95,,,
242,宅地(土地と建物),13120,東京都,練馬区,高野台,83000000,,110,平成31年,木造,住宅,住宅,第１種低層住居専用地域,50,100,2020年第１四半期,,住宅地,長方形,8.3,西,区道,6.5,100,,,
243,中古マンション等,13120,東京都,練馬区,高野台,15000000,２ＬＤＫ,45,昭和46年,ＲＣ,住宅,住宅,第１種住居地域,60,200,2020年第１四半期,未改装,,,,,,,,,,
244,中古マンション等,13120,東京都,練馬区,高野台,28000000,２ＬＤＫ,45,昭和46年,ＲＣ,住宅,住宅,第１種住居地域,60,200,2020年第１四半期,改装済,,,,,,,,,,
245,中古マンション等,13120,東京都,練馬区,高野台,15000000,１Ｋ,20,平成20年,ＲＣ,住宅,住宅,第２種住居地域,60,200,2020年第２四半期,改装済,,,,,,,,,,
246,中古マンション等,13120,東京都,練馬区,高野台,23000000,２ＬＤＫ,55,平成13年,ＲＣ,住宅,住宅,準住居地域,60,300,2020年第２四半期,未改装,,,,,,,,,,
247,中古マンション等,13120,東京都,練馬区,高野台,21000000,１Ｋ,20,平成20年,ＲＣ,,住宅,第２種住居地域,60,200,2020年第２四半期,改装済,,,,,,,,,,
248,中古マンション等,13120,東京都,練馬区,高野台,17000000,１Ｋ,20,平成24年,ＲＣ,住宅,住宅,準住居地域,60,300,2020年第２四半期,未改装,,,,,,,,,,
249,宅地(土地と建物),13120,東京都,練馬区,高野台,85000000,,110,平成31年,木造,住宅,,第１種低層住居専用地域,50,100,2020年第１四半期,,住宅地,ほぼ長方形,8.2,南,区道,5.0,100,,,
250,宅地(土地と建物),13120,東京都,練馬区,高野台,78000000,,110,平成31年,木造,住宅,住宅,第１種低層住居専用地域,50,100,2020年第１四半期,,住宅地,長方形,9.8,南西,区道,6.4,90,,,
251,宅地(土地),13120,東京都,練馬区,高野台,48000000,,135,,,,住宅,第２種住居地域,60,200,2020年第１四半期,,住宅地,不整形,6.1,東,区道,5.0,,1200000,360000,
252,中古マンション等,13120,東京都,練馬区,高野台,32000000,３ＬＤＫ,60,平成17年,ＲＣ,住宅,住宅,第２種住居地域,60,200,2020年第１四半期,未改装,,,,,,,,,,
253,中古マンション等,13120,東京都,練馬区,高野台,37000000,３ＬＤＫ,65,昭和54年,ＳＲＣ,住宅,住宅,第２種住居地域,60,200,2020年第１四半期,改装済,,,,,,,,,,
254,中古マンション等,13120,東京都,練馬区,高野台,19000000,１Ｋ,20,平成24年,ＲＣ,,住宅,第２種住居地域,60,200,2020年第１四半期,未改装,,,,,,,,,,
255,中古マンション等,13120,東京都,練馬区,高野台,22000000,３ＬＤＫ,60,平成6年,ＲＣ,住宅,その他,第１種住居地域,60,200,2020年第１四半期,未改装,,,,,,,,,,
256,中古マンション等,13120,東京都,練馬区,高野台,34000000,３ＬＤＫ,60,平成17年,ＲＣ,住宅,住宅,準住居地域,60,300,2020年第１四半期,改装済,,,,,,,,,,
257,宅地(土地と建物),13120,東京都,練馬区,高松,24000000,,50,昭和51年,木造,住宅,事務所,第１種低層住居専用地域,50,100,2020年第２四半期,,住宅地,ほぼ整形,5.5,南,私道,5.0,50,,,
258,中古マンション等,13120,東京都,練馬区,高松,38000000,４ＬＤＫ,70,平成14年,ＲＣ,住宅,住宅,第１種住居地域,60,200,2020年第２四半期,改装済,,,,,,,,,,
259,宅地(土地と建物),13120,東京都,練馬区,高松,80000000,,105,平成31年,木造,住宅,住宅,第１種低層住居専用地域,50,100,2020年第１四半期,,住宅地,ほぼ正方形,11.0,東,区道,4.5,105,,,
260,宅地(土地と建物),13120,東京都,練馬区,高松,31000000,,80,平成3年,鉄骨造,共同住宅、店舗,住宅,第１種住居地域,60,200,2020年第１四半期,,住宅地,不整形,7.7,南西,区道,11.5,160,,,
261,宅地(土地と建物),13120,東京都,練馬区,高松,30000000,,105,平成4年,軽量鉄骨造,事務所、店舗,住宅,第１種低層住居専用地域,50,100,2020年第１四半期,,住宅地,ほぼ長方形,7.5,南,区道,5.5,70,,,関係者間取引
262,宅地(土地と建物),13120,東京都,練馬区,高松,68000000,,110,平成31年,軽量鉄骨造,住宅,住宅,第１種低層住居専用地域,50,100,2020年第１四半期,,住宅地,ほぼ長方形,6.3,南,区道,6.0,105,,,
263,宅地(土地),13120,東京都,練馬区,高松,49000000,,125,,,,住宅,第１種中高層住居専用地域,60,200,2020年第１四半期,,住宅地,台形,9.4,南西,区道,13.3,,1300000,390000,
264,宅地(土地と建物),13120,東京都,練馬区,高松,24000000,,65,昭和42年,木造,住宅,住宅,第１種低層住居専用地域,50,100,2020年第１四半期,,住宅地,長方形,7.6,東,私道,4.0,80,,,
265,宅地(土地と建物),13120,東京都,練馬区,高松,29000000,,80,昭和41年,木造,住宅,住宅,第１種低層住居専用地域,50,100,2020年第１四半期,,住宅地,不整形,8.0,西,私道,4.0,60,,,
266,宅地(土地と建物),13120,東京都,練馬区,高松,50000000,,45,令和2年,木造,住宅,住宅,近隣商業地域,80,300,2020年第２四半期,,住宅地,ほぼ長方形,4.9,北,区道,10.0,80,,,
267,宅地(土地と建物),13120,東京都,練馬区,高松,34000000,,110,平成4年,木造,住宅,住宅,第１種低層住居専用地域,50,100,2020年第２四半期,,住宅地,ほぼ長方形,10.7,南,区道,4.0,110,,,
268,中古マンション等,13120,東京都,練馬区,高松,30000000,３ＬＤＫ,85,昭和57年,ＲＣ,住宅,住宅,第１種低層住居専用地域,50,100,2020年第２四半期,未改装,,,,,,,,,,
269,宅地(土地と建物),13120,東京都,練馬区,高松,15000000,,75,昭和36年,木造,住宅,住宅,第１種低層住居専用地域,50,100,2020年第１四半期,,住宅地,ほぼ整形,11.0,南,道路,4.0,85,,,
270,宅地(土地と建物),13120,東京都,練馬区,高松,61000000,,105,令和2年,木造,住宅,住宅,第１種低層住居専用地域,50,100,2020年第１四半期,,住宅地,ほぼ長方形,11.5,東,区道,4.5,100,,,
271,中古マンション等,13120,東京都,練馬区,高松,36000000,３ＬＤＫ,70,平成13年,ＲＣ,住宅,住宅,第１種住居地域,60,300,2020年第１四半期,未改装,,,,,,,,,,
